OrderID,OrderDate,DispatchDate,ETA,DeliveryDate,OriginPlant,DestinationWarehouse,TransportMode,Supplier,DelayReason
O-1482,2023-01-29,2023-01-30,2023-02-03,2023-02-05,Hyderabad,Mumbai_WH,Road,Supplier_D,Customs Delay
O-1483,2023-12-01,2023-12-04,2023-12-09,2023-12-08,Pune,Mumbai_WH,Sea,Supplier_D,None
O-1484,2023-05-21,2023-05-24,2023-05-26,2023-05-29,Bengaluru,Ahmedabad_WH,Sea,Supplier_B,Customs Delay
O-1485,2023-10-12,2023-10-15,2023-10-21,2023-10-23,Bengaluru,Ahmedabad_WH,Road,Supplier_D,Traffic
O-1486,2023-10-15,2023-10-17,2023-10-19,2023-10-18,Chennai,Delhi_WH,Road,Supplier_B,None
O-1487,2023-12-22,2023-12-24,2023-12-30,2023-12-31,Chennai,Ahmedabad_WH,Road,Supplier_D,Customs Delay
O-1488,2023-11-15,2023-11-17,2023-11-19,2023-11-22,Pune,Mumbai_WH,Rail,Supplier_C,Weather
O-1489,2024-01-01,2024-01-03,2024-01-09,2024-01-12,Pune,Mumbai_WH,Sea,Supplier_A,Customs Delay
O-1490,2023-07-05,2023-07-07,2023-07-11,2023-07-11,Pune,Delhi_WH,Air,Supplier_A,None
O-1491,2023-11-08,2023-11-09,2023-11-11,2023-11-11,Pune,Kolkata_WH,Rail,Supplier_C,None
O-1492,2023-07-13,2023-07-16,2023-07-20,2023-07-19,Chennai,Mumbai_WH,Rail,Supplier_B,None
O-1493,2023-06-06,2023-06-08,2023-06-12,2023-06-11,Pune,Delhi_WH,Road,Supplier_B,None
O-1494,2023-09-12,2023-09-15,2023-09-21,2023-09-20,Chennai,Ahmedabad_WH,Sea,Supplier_D,None
O-1495,2023-03-31,2023-04-01,2023-04-05,2023-04-05,Chennai,Mumbai_WH,Rail,Supplier_D,None
O-1496,2023-05-31,2023-06-02,2023-06-05,2023-06-04,Pune,Ahmedabad_WH,Sea,Supplier_C,None
O-1497,2023-02-24,2023-02-25,2023-03-01,2023-03-01,Pune,Kolkata_WH,Sea,Supplier_C,None
O-1498,2023-08-29,2023-08-31,2023-09-04,2023-09-05,Pune,Mumbai_WH,Sea,Supplier_B,Weather
O-1499,2023-02-26,2023-02-27,2023-03-03,2023-03-02,Pune,Mumbai_WH,Air,Supplier_A,None
O-1500,2023-12-16,2023-12-19,2023-12-22,2023-12-23,Hyderabad,Ahmedabad_WH,Sea,Supplier_D,Transport Breakdown
O-1501,2023-09-03,2023-09-05,2023-09-09,2023-09-11,Bengaluru,Ahmedabad_WH,Sea,Supplier_D,Traffic
O-1502,2023-12-28,2023-12-29,2024-01-04,2024-01-07,Chennai,Ahmedabad_WH,Air,Supplier_D,Customs Delay
O-1503,2023-02-16,2023-02-17,2023-02-22,2023-02-24,Bengaluru,Mumbai_WH,Air,Supplier_D,Weather
O-1504,2023-01-25,2023-01-26,2023-01-28,2023-01-27,Chennai,Kolkata_WH,Road,Supplier_D,None
O-1505,2023-02-19,2023-02-22,2023-02-24,2023-02-27,Pune,Delhi_WH,Rail,Supplier_C,Customs Delay
O-1506,2023-10-28,2023-10-31,2023-11-03,2023-11-03,Bengaluru,Delhi_WH,Sea,Supplier_B,None
O-1507,2023-08-03,2023-08-06,2023-08-10,2023-08-13,Chennai,Mumbai_WH,Rail,Supplier_A,Weather
O-1508,2023-12-22,2023-12-23,2023-12-28,2023-12-30,Bengaluru,Delhi_WH,Air,Supplier_C,Traffic
O-1509,2023-06-05,2023-06-06,2023-06-10,2023-06-11,Hyderabad,Kolkata_WH,Air,Supplier_A,Traffic
O-1510,2023-01-01,2023-01-04,2023-01-08,2023-01-11,Chennai,Delhi_WH,Rail,Supplier_B,Weather
O-1511,2023-04-01,2023-04-03,2023-04-05,2023-04-08,Chennai,Kolkata_WH,Sea,Supplier_C,Traffic
O-1512,2023-08-11,2023-08-13,2023-08-16,2023-08-18,Hyderabad,Mumbai_WH,Sea,Supplier_B,Traffic
O-1513,2023-02-05,2023-02-06,2023-02-08,2023-02-10,Hyderabad,Mumbai_WH,Sea,Supplier_B,Customs Delay
O-1514,2023-02-12,2023-02-14,2023-02-17,2023-02-20,Chennai,Mumbai_WH,Road,Supplier_A,Traffic
O-1515,2023-10-06,2023-10-09,2023-10-13,2023-10-16,Chennai,Delhi_WH,Road,Supplier_B,Traffic
O-1516,2023-12-02,2023-12-04,2023-12-07,2023-12-09,Chennai,Kolkata_WH,Sea,Supplier_D,Traffic
O-1517,2023-08-08,2023-08-11,2023-08-15,2023-08-18,Chennai,Mumbai_WH,Sea,Supplier_A,Customs Delay
O-1518,2023-03-18,2023-03-21,2023-03-24,2023-03-25,Bengaluru,Delhi_WH,Sea,Supplier_C,Customs Delay
O-1519,2023-06-13,2023-06-15,2023-06-20,2023-06-22,Hyderabad,Kolkata_WH,Rail,Supplier_B,Transport Breakdown
O-1520,2023-12-26,2023-12-27,2023-12-30,2023-12-31,Hyderabad,Mumbai_WH,Air,Supplier_A,Traffic
O-1521,2023-10-10,2023-10-12,2023-10-15,2023-10-15,Hyderabad,Mumbai_WH,Air,Supplier_C,None
O-1522,2023-03-17,2023-03-19,2023-03-22,2023-03-21,Chennai,Delhi_WH,Air,Supplier_D,None
O-1523,2023-08-16,2023-08-19,2023-08-21,2023-08-22,Hyderabad,Kolkata_WH,Air,Supplier_D,Traffic
O-1524,2023-03-22,2023-03-24,2023-03-26,2023-03-29,Chennai,Ahmedabad_WH,Air,Supplier_C,Transport Breakdown
O-1525,2023-01-28,2023-01-30,2023-02-04,2023-02-04,Hyderabad,Mumbai_WH,Rail,Supplier_D,None
O-1526,2023-05-04,2023-05-06,2023-05-08,2023-05-11,Chennai,Delhi_WH,Sea,Supplier_B,Traffic
O-1527,2023-07-28,2023-07-31,2023-08-06,2023-08-05,Bengaluru,Kolkata_WH,Air,Supplier_B,None
O-1528,2023-03-24,2023-03-27,2023-04-02,2023-04-05,Chennai,Mumbai_WH,Sea,Supplier_B,Weather
O-1529,2023-01-08,2023-01-09,2023-01-13,2023-01-16,Hyderabad,Delhi_WH,Sea,Supplier_B,Traffic
O-1530,2023-08-15,2023-08-18,2023-08-21,2023-08-20,Hyderabad,Kolkata_WH,Sea,Supplier_C,None
O-1531,2023-09-17,2023-09-19,2023-09-23,2023-09-22,Bengaluru,Ahmedabad_WH,Road,Supplier_C,None
O-1532,2023-12-09,2023-12-10,2023-12-14,2023-12-16,Hyderabad,Ahmedabad_WH,Sea,Supplier_B,Transport Breakdown
O-1533,2023-05-23,2023-05-25,2023-05-27,2023-05-30,Hyderabad,Delhi_WH,Sea,Supplier_B,Customs Delay
O-1534,2023-12-17,2023-12-19,2023-12-23,2023-12-24,Chennai,Delhi_WH,Road,Supplier_A,Customs Delay
O-1535,2023-08-08,2023-08-10,2023-08-14,2023-08-14,Bengaluru,Delhi_WH,Air,Supplier_B,None
O-1536,2023-12-08,2023-12-11,2023-12-17,2023-12-17,Chennai,Delhi_WH,Rail,Supplier_A,None
O-1537,2023-03-06,2023-03-09,2023-03-14,2023-03-17,Bengaluru,Ahmedabad_WH,Road,Supplier_C,Traffic
O-1538,2023-01-09,2023-01-11,2023-01-15,2023-01-18,Pune,Kolkata_WH,Sea,Supplier_A,Traffic
O-1539,2023-10-05,2023-10-07,2023-10-12,2023-10-13,Chennai,Mumbai_WH,Rail,Supplier_C,Transport Breakdown
O-1540,2023-12-08,2023-12-10,2023-12-15,2023-12-15,Hyderabad,Delhi_WH,Air,Supplier_A,None
O-1541,2023-09-17,2023-09-19,2023-09-23,2023-09-24,Pune,Mumbai_WH,Sea,Supplier_A,Weather
O-1542,2023-05-04,2023-05-07,2023-05-12,2023-05-12,Chennai,Ahmedabad_WH,Sea,Supplier_C,None
O-1543,2023-12-30,2023-12-31,2024-01-06,2024-01-05,Chennai,Delhi_WH,Sea,Supplier_D,None
O-1544,2023-01-13,2023-01-16,2023-01-19,2023-01-21,Bengaluru,Ahmedabad_WH,Air,Supplier_A,Weather
O-1545,2023-11-23,2023-11-26,2023-11-28,2023-11-27,Chennai,Delhi_WH,Sea,Supplier_A,None
O-1546,2023-01-12,2023-01-14,2023-01-16,2023-01-18,Bengaluru,Ahmedabad_WH,Air,Supplier_D,Traffic
O-1547,2023-09-05,2023-09-08,2023-09-14,2023-09-17,Pune,Kolkata_WH,Air,Supplier_A,Traffic
O-1548,2023-01-16,2023-01-18,2023-01-21,2023-01-21,Bengaluru,Mumbai_WH,Road,Supplier_C,None
O-1549,2023-04-09,2023-04-11,2023-04-14,2023-04-14,Hyderabad,Ahmedabad_WH,Rail,Supplier_D,None
O-1550,2023-08-08,2023-08-09,2023-08-15,2023-08-16,Bengaluru,Ahmedabad_WH,Road,Supplier_C,Weather
O-1551,2023-05-06,2023-05-07,2023-05-10,2023-05-11,Chennai,Kolkata_WH,Air,Supplier_D,Weather
O-1552,2023-11-05,2023-11-06,2023-11-12,2023-11-12,Hyderabad,Kolkata_WH,Road,Supplier_A,None
O-1553,2023-01-24,2023-01-26,2023-01-31,2023-01-30,Hyderabad,Ahmedabad_WH,Road,Supplier_A,None
O-1554,2023-07-26,2023-07-27,2023-08-02,2023-08-05,Pune,Mumbai_WH,Rail,Supplier_D,Traffic
O-1555,2023-06-02,2023-06-05,2023-06-10,2023-06-12,Bengaluru,Ahmedabad_WH,Rail,Supplier_D,Traffic
O-1556,2023-07-08,2023-07-11,2023-07-13,2023-07-12,Bengaluru,Mumbai_WH,Rail,Supplier_B,None
O-1557,2023-06-13,2023-06-14,2023-06-20,2023-06-22,Bengaluru,Mumbai_WH,Road,Supplier_D,Transport Breakdown
O-1558,2023-12-04,2023-12-07,2023-12-10,2023-12-09,Pune,Mumbai_WH,Road,Supplier_A,None
O-1559,2023-09-16,2023-09-17,2023-09-20,2023-09-20,Hyderabad,Mumbai_WH,Rail,Supplier_C,None
O-1560,2023-02-24,2023-02-27,2023-03-01,2023-03-01,Chennai,Ahmedabad_WH,Road,Supplier_A,None
O-1561,2023-03-19,2023-03-21,2023-03-27,2023-03-29,Hyderabad,Mumbai_WH,Road,Supplier_C,Weather
O-1562,2023-12-15,2023-12-16,2023-12-19,2023-12-18,Hyderabad,Delhi_WH,Air,Supplier_D,None
O-1563,2023-04-23,2023-04-26,2023-04-30,2023-05-02,Hyderabad,Delhi_WH,Air,Supplier_D,Customs Delay
O-1564,2023-06-11,2023-06-14,2023-06-16,2023-06-16,Chennai,Mumbai_WH,Air,Supplier_C,None
O-1565,2023-10-26,2023-10-27,2023-11-01,2023-11-01,Pune,Ahmedabad_WH,Sea,Supplier_A,None
O-1566,2023-09-09,2023-09-12,2023-09-16,2023-09-19,Pune,Ahmedabad_WH,Sea,Supplier_C,Weather
O-1567,2023-12-04,2023-12-05,2023-12-09,2023-12-11,Hyderabad,Mumbai_WH,Air,Supplier_B,Traffic
O-1568,2023-06-19,2023-06-21,2023-06-27,2023-06-29,Pune,Kolkata_WH,Rail,Supplier_B,Weather
O-1569,2023-09-13,2023-09-16,2023-09-19,2023-09-21,Bengaluru,Delhi_WH,Rail,Supplier_C,Customs Delay
O-1570,2023-06-06,2023-06-07,2023-06-12,2023-06-13,Bengaluru,Ahmedabad_WH,Road,Supplier_A,Traffic
O-1571,2023-04-23,2023-04-24,2023-04-29,2023-04-30,Bengaluru,Kolkata_WH,Sea,Supplier_D,Customs Delay
O-1572,2023-03-11,2023-03-13,2023-03-19,2023-03-19,Chennai,Kolkata_WH,Rail,Supplier_B,None
O-1573,2023-08-07,2023-08-09,2023-08-14,2023-08-16,Hyderabad,Kolkata_WH,Road,Supplier_C,Transport Breakdown
O-1574,2023-07-21,2023-07-22,2023-07-27,2023-07-26,Pune,Delhi_WH,Sea,Supplier_B,None
O-1575,2023-03-04,2023-03-07,2023-03-13,2023-03-16,Pune,Delhi_WH,Air,Supplier_D,Traffic
O-1576,2023-02-04,2023-02-05,2023-02-08,2023-02-11,Chennai,Delhi_WH,Road,Supplier_D,Traffic
O-1577,2023-12-03,2023-12-06,2023-12-08,2023-12-10,Pune,Ahmedabad_WH,Road,Supplier_B,Customs Delay
O-1578,2023-07-20,2023-07-22,2023-07-24,2023-07-26,Pune,Kolkata_WH,Sea,Supplier_D,Transport Breakdown
O-1579,2023-08-28,2023-08-31,2023-09-05,2023-09-06,Pune,Mumbai_WH,Air,Supplier_A,Traffic
O-1580,2023-12-04,2023-12-06,2023-12-11,2023-12-10,Chennai,Kolkata_WH,Sea,Supplier_D,None
O-1581,2023-01-16,2023-01-19,2023-01-22,2023-01-22,Bengaluru,Delhi_WH,Road,Supplier_D,None
O-1582,2023-11-10,2023-11-12,2023-11-14,2023-11-13,Bengaluru,Delhi_WH,Road,Supplier_D,None
O-1583,2023-08-13,2023-08-16,2023-08-20,2023-08-20,Pune,Ahmedabad_WH,Air,Supplier_B,None
O-1584,2023-06-24,2023-06-25,2023-07-01,2023-07-03,Hyderabad,Delhi_WH,Air,Supplier_C,Customs Delay
O-1585,2023-09-22,2023-09-24,2023-09-26,2023-09-25,Bengaluru,Mumbai_WH,Sea,Supplier_A,None
O-1586,2023-09-23,2023-09-26,2023-10-02,2023-10-03,Bengaluru,Mumbai_WH,Road,Supplier_C,Transport Breakdown
O-1587,2023-10-08,2023-10-11,2023-10-15,2023-10-14,Chennai,Mumbai_WH,Air,Supplier_A,None
O-1588,2023-01-22,2023-01-23,2023-01-25,2023-01-27,Chennai,Kolkata_WH,Rail,Supplier_D,Customs Delay
O-1589,2023-07-13,2023-07-16,2023-07-19,2023-07-21,Bengaluru,Ahmedabad_WH,Air,Supplier_D,Transport Breakdown
O-1590,2023-01-08,2023-01-11,2023-01-14,2023-01-13,Hyderabad,Delhi_WH,Road,Supplier_B,None
O-1591,2023-02-09,2023-02-11,2023-02-17,2023-02-17,Bengaluru,Delhi_WH,Sea,Supplier_D,None
O-1592,2023-01-28,2023-01-30,2023-02-04,2023-02-07,Pune,Delhi_WH,Rail,Supplier_C,Transport Breakdown
O-1593,2023-11-29,2023-12-01,2023-12-03,2023-12-02,Chennai,Ahmedabad_WH,Sea,Supplier_A,None
O-1594,2023-01-23,2023-01-24,2023-01-27,2023-01-29,Hyderabad,Ahmedabad_WH,Sea,Supplier_D,Customs Delay
O-1595,2023-06-24,2023-06-27,2023-07-03,2023-07-05,Chennai,Delhi_WH,Road,Supplier_C,Transport Breakdown
O-1596,2023-12-16,2023-12-18,2023-12-20,2023-12-20,Bengaluru,Kolkata_WH,Rail,Supplier_B,None
O-1597,2023-08-25,2023-08-26,2023-08-31,2023-08-30,Chennai,Ahmedabad_WH,Sea,Supplier_C,None
O-1598,2023-05-13,2023-05-15,2023-05-19,2023-05-21,Hyderabad,Mumbai_WH,Air,Supplier_A,Customs Delay
O-1599,2024-01-01,2024-01-03,2024-01-07,2024-01-06,Chennai,Delhi_WH,Rail,Supplier_A,None
O-1600,2023-02-06,2023-02-09,2023-02-14,2023-02-15,Pune,Ahmedabad_WH,Road,Supplier_C,Customs Delay
O-1601,2023-02-24,2023-02-27,2023-03-02,2023-03-03,Chennai,Delhi_WH,Air,Supplier_C,Weather
O-1602,2023-12-04,2023-12-07,2023-12-13,2023-12-15,Bengaluru,Ahmedabad_WH,Rail,Supplier_A,Weather
O-1603,2023-02-10,2023-02-12,2023-02-18,2023-02-21,Hyderabad,Kolkata_WH,Rail,Supplier_D,Traffic
O-1604,2023-06-24,2023-06-26,2023-06-28,2023-06-27,Pune,Kolkata_WH,Sea,Supplier_B,None
O-1605,2023-02-21,2023-02-22,2023-02-24,2023-02-26,Pune,Ahmedabad_WH,Air,Supplier_D,Traffic
O-1606,2023-10-30,2023-11-02,2023-11-08,2023-11-07,Pune,Kolkata_WH,Road,Supplier_A,None
O-1607,2023-01-04,2023-01-07,2023-01-13,2023-01-14,Bengaluru,Mumbai_WH,Sea,Supplier_B,Transport Breakdown
O-1608,2023-06-13,2023-06-14,2023-06-17,2023-06-16,Pune,Ahmedabad_WH,Air,Supplier_C,None
O-1609,2023-11-07,2023-11-08,2023-11-11,2023-11-12,Pune,Kolkata_WH,Road,Supplier_B,Customs Delay
O-1610,2023-10-20,2023-10-22,2023-10-27,2023-10-30,Chennai,Kolkata_WH,Sea,Supplier_C,Customs Delay
O-1611,2023-02-08,2023-02-10,2023-02-13,2023-02-16,Bengaluru,Mumbai_WH,Rail,Supplier_C,Weather
O-1612,2023-10-28,2023-10-30,2023-11-02,2023-11-02,Chennai,Mumbai_WH,Rail,Supplier_A,None
O-1613,2023-09-09,2023-09-12,2023-09-18,2023-09-18,Hyderabad,Delhi_WH,Air,Supplier_A,None
O-1614,2023-12-09,2023-12-11,2023-12-16,2023-12-18,Chennai,Kolkata_WH,Sea,Supplier_C,Weather
O-1615,2023-12-27,2023-12-28,2024-01-02,2024-01-04,Pune,Ahmedabad_WH,Air,Supplier_A,Transport Breakdown
O-1616,2023-05-14,2023-05-15,2023-05-19,2023-05-21,Hyderabad,Ahmedabad_WH,Rail,Supplier_D,Customs Delay
O-1617,2023-01-11,2023-01-13,2023-01-15,2023-01-16,Chennai,Delhi_WH,Road,Supplier_C,Weather
O-1618,2023-04-21,2023-04-24,2023-04-27,2023-04-26,Pune,Ahmedabad_WH,Road,Supplier_C,None
O-1619,2023-05-20,2023-05-23,2023-05-25,2023-05-27,Chennai,Delhi_WH,Air,Supplier_B,Transport Breakdown
O-1620,2023-11-07,2023-11-09,2023-11-13,2023-11-15,Hyderabad,Mumbai_WH,Rail,Supplier_A,Traffic
O-1621,2023-12-26,2023-12-29,2024-01-04,2024-01-04,Hyderabad,Kolkata_WH,Sea,Supplier_C,None
O-1622,2023-07-09,2023-07-11,2023-07-17,2023-07-16,Chennai,Ahmedabad_WH,Rail,Supplier_D,None
O-1623,2023-09-10,2023-09-12,2023-09-17,2023-09-18,Chennai,Delhi_WH,Air,Supplier_D,Weather
O-1624,2023-09-21,2023-09-24,2023-09-26,2023-09-25,Hyderabad,Ahmedabad_WH,Sea,Supplier_C,None
O-1625,2023-11-17,2023-11-20,2023-11-25,2023-11-25,Hyderabad,Mumbai_WH,Sea,Supplier_D,None
O-1626,2023-11-11,2023-11-14,2023-11-18,2023-11-21,Pune,Mumbai_WH,Sea,Supplier_B,Weather
O-1627,2023-04-13,2023-04-16,2023-04-18,2023-04-21,Pune,Mumbai_WH,Rail,Supplier_A,Transport Breakdown
O-1628,2023-10-27,2023-10-30,2023-11-03,2023-11-04,Pune,Ahmedabad_WH,Rail,Supplier_C,Transport Breakdown
O-1629,2023-10-22,2023-10-25,2023-10-31,2023-11-01,Hyderabad,Kolkata_WH,Air,Supplier_B,Transport Breakdown
O-1630,2023-08-06,2023-08-09,2023-08-14,2023-08-15,Chennai,Ahmedabad_WH,Road,Supplier_A,Weather
O-1631,2023-08-12,2023-08-15,2023-08-20,2023-08-22,Pune,Mumbai_WH,Road,Supplier_B,Weather
O-1632,2023-07-11,2023-07-12,2023-07-14,2023-07-14,Chennai,Ahmedabad_WH,Sea,Supplier_B,None
O-1633,2023-11-25,2023-11-27,2023-12-02,2023-12-01,Bengaluru,Kolkata_WH,Rail,Supplier_C,None
O-1634,2023-11-10,2023-11-13,2023-11-16,2023-11-16,Pune,Delhi_WH,Air,Supplier_A,None
O-1635,2023-12-11,2023-12-13,2023-12-16,2023-12-19,Bengaluru,Kolkata_WH,Road,Supplier_B,Weather
O-1636,2023-11-22,2023-11-25,2023-11-27,2023-11-28,Hyderabad,Mumbai_WH,Rail,Supplier_B,Weather
O-1637,2023-04-22,2023-04-25,2023-04-29,2023-05-01,Chennai,Delhi_WH,Air,Supplier_A,Traffic
O-1638,2023-05-20,2023-05-21,2023-05-24,2023-05-25,Chennai,Mumbai_WH,Sea,Supplier_D,Weather
O-1639,2023-10-03,2023-10-06,2023-10-09,2023-10-11,Hyderabad,Mumbai_WH,Rail,Supplier_A,Weather
O-1640,2023-03-13,2023-03-15,2023-03-21,2023-03-22,Chennai,Ahmedabad_WH,Sea,Supplier_A,Weather
O-1641,2023-06-06,2023-06-07,2023-06-12,2023-06-15,Chennai,Kolkata_WH,Road,Supplier_A,Customs Delay
O-1642,2023-01-21,2023-01-22,2023-01-28,2023-01-27,Hyderabad,Kolkata_WH,Sea,Supplier_D,None
O-1643,2023-01-28,2023-01-29,2023-02-02,2023-02-02,Chennai,Kolkata_WH,Rail,Supplier_B,None
O-1644,2023-03-20,2023-03-23,2023-03-29,2023-03-30,Bengaluru,Mumbai_WH,Sea,Supplier_D,Traffic
O-1645,2023-06-12,2023-06-13,2023-06-18,2023-06-19,Hyderabad,Mumbai_WH,Sea,Supplier_A,Weather
O-1646,2023-09-14,2023-09-15,2023-09-21,2023-09-24,Pune,Kolkata_WH,Road,Supplier_C,Transport Breakdown
O-1647,2023-07-18,2023-07-21,2023-07-26,2023-07-25,Pune,Kolkata_WH,Rail,Supplier_B,None
O-1648,2023-06-13,2023-06-14,2023-06-20,2023-06-23,Bengaluru,Mumbai_WH,Sea,Supplier_D,Transport Breakdown
O-1649,2023-10-01,2023-10-03,2023-10-05,2023-10-05,Hyderabad,Kolkata_WH,Sea,Supplier_C,None
O-1650,2023-05-25,2023-05-26,2023-05-28,2023-05-30,Bengaluru,Ahmedabad_WH,Rail,Supplier_D,Transport Breakdown
O-1651,2023-08-02,2023-08-03,2023-08-08,2023-08-09,Pune,Kolkata_WH,Road,Supplier_B,Weather
O-1652,2023-06-26,2023-06-28,2023-07-04,2023-07-04,Hyderabad,Kolkata_WH,Sea,Supplier_D,None
O-1653,2023-07-25,2023-07-26,2023-07-29,2023-07-30,Pune,Ahmedabad_WH,Sea,Supplier_C,Traffic
O-1654,2023-12-19,2023-12-20,2023-12-24,2023-12-27,Hyderabad,Kolkata_WH,Sea,Supplier_B,Traffic
O-1655,2023-04-26,2023-04-27,2023-05-01,2023-05-01,Bengaluru,Mumbai_WH,Road,Supplier_C,None
O-1656,2023-06-27,2023-06-29,2023-07-02,2023-07-04,Pune,Kolkata_WH,Air,Supplier_C,Transport Breakdown
O-1657,2023-06-05,2023-06-07,2023-06-11,2023-06-13,Chennai,Kolkata_WH,Road,Supplier_A,Transport Breakdown
O-1658,2023-07-13,2023-07-16,2023-07-18,2023-07-17,Hyderabad,Mumbai_WH,Sea,Supplier_B,None
O-1659,2023-07-05,2023-07-08,2023-07-10,2023-07-11,Pune,Kolkata_WH,Air,Supplier_D,Transport Breakdown
O-1660,2023-07-16,2023-07-19,2023-07-24,2023-07-26,Chennai,Delhi_WH,Air,Supplier_D,Transport Breakdown
O-1661,2023-07-09,2023-07-10,2023-07-16,2023-07-18,Hyderabad,Delhi_WH,Air,Supplier_B,Customs Delay
O-1662,2023-12-17,2023-12-20,2023-12-25,2023-12-25,Hyderabad,Mumbai_WH,Air,Supplier_D,None
O-1663,2023-02-06,2023-02-08,2023-02-12,2023-02-15,Hyderabad,Ahmedabad_WH,Road,Supplier_D,Traffic
O-1664,2023-03-16,2023-03-18,2023-03-24,2023-03-23,Bengaluru,Delhi_WH,Air,Supplier_D,None
O-1665,2023-06-25,2023-06-27,2023-07-02,2023-07-03,Chennai,Kolkata_WH,Rail,Supplier_D,Transport Breakdown
O-1666,2023-09-01,2023-09-04,2023-09-09,2023-09-10,Chennai,Kolkata_WH,Air,Supplier_C,Customs Delay
O-1667,2023-09-02,2023-09-05,2023-09-08,2023-09-09,Pune,Ahmedabad_WH,Rail,Supplier_C,Customs Delay
O-1668,2023-04-16,2023-04-17,2023-04-20,2023-04-21,Chennai,Kolkata_WH,Air,Supplier_C,Traffic
O-1669,2023-01-29,2023-01-31,2023-02-06,2023-02-09,Pune,Delhi_WH,Air,Supplier_A,Customs Delay
O-1670,2023-03-09,2023-03-12,2023-03-16,2023-03-15,Chennai,Delhi_WH,Air,Supplier_A,None
O-1671,2023-02-12,2023-02-14,2023-02-17,2023-02-16,Bengaluru,Ahmedabad_WH,Air,Supplier_D,None
O-1672,2023-11-04,2023-11-06,2023-11-11,2023-11-11,Pune,Ahmedabad_WH,Rail,Supplier_A,None
O-1673,2023-01-04,2023-01-06,2023-01-12,2023-01-14,Chennai,Ahmedabad_WH,Air,Supplier_A,Transport Breakdown
O-1674,2023-06-13,2023-06-16,2023-06-21,2023-06-20,Pune,Kolkata_WH,Rail,Supplier_B,None
O-1675,2023-05-18,2023-05-19,2023-05-23,2023-05-25,Hyderabad,Ahmedabad_WH,Rail,Supplier_C,Weather
O-1676,2023-11-27,2023-11-28,2023-12-03,2023-12-04,Hyderabad,Kolkata_WH,Air,Supplier_A,Traffic
O-1677,2023-02-24,2023-02-25,2023-02-28,2023-02-28,Hyderabad,Kolkata_WH,Rail,Supplier_B,None
O-1678,2023-11-24,2023-11-26,2023-11-30,2023-12-03,Bengaluru,Delhi_WH,Sea,Supplier_A,Weather
O-1679,2023-06-17,2023-06-20,2023-06-26,2023-06-27,Hyderabad,Mumbai_WH,Road,Supplier_A,Weather
O-1680,2023-12-13,2023-12-16,2023-12-20,2023-12-21,Pune,Mumbai_WH,Air,Supplier_C,Traffic
O-1681,2023-10-22,2023-10-24,2023-10-26,2023-10-25,Hyderabad,Kolkata_WH,Road,Supplier_C,None
O-1682,2023-08-20,2023-08-23,2023-08-26,2023-08-27,Pune,Ahmedabad_WH,Air,Supplier_D,Traffic
O-1683,2023-08-07,2023-08-08,2023-08-12,2023-08-12,Chennai,Kolkata_WH,Rail,Supplier_A,None
O-1684,2023-03-07,2023-03-10,2023-03-14,2023-03-13,Bengaluru,Delhi_WH,Rail,Supplier_A,None
O-1685,2023-03-05,2023-03-07,2023-03-09,2023-03-11,Chennai,Ahmedabad_WH,Sea,Supplier_A,Customs Delay
O-1686,2023-09-08,2023-09-11,2023-09-17,2023-09-18,Chennai,Delhi_WH,Sea,Supplier_B,Weather
O-1687,2023-07-01,2023-07-03,2023-07-07,2023-07-06,Hyderabad,Delhi_WH,Sea,Supplier_D,None
O-1688,2023-05-08,2023-05-09,2023-05-15,2023-05-14,Bengaluru,Mumbai_WH,Air,Supplier_C,None
O-1689,2023-03-30,2023-03-31,2023-04-06,2023-04-06,Chennai,Ahmedabad_WH,Air,Supplier_D,None
O-1690,2023-06-19,2023-06-20,2023-06-25,2023-06-24,Bengaluru,Delhi_WH,Air,Supplier_C,None
O-1691,2023-02-27,2023-03-01,2023-03-06,2023-03-08,Hyderabad,Delhi_WH,Air,Supplier_A,Transport Breakdown
O-1692,2023-10-20,2023-10-21,2023-10-24,2023-10-24,Hyderabad,Ahmedabad_WH,Air,Supplier_A,None
O-1693,2023-03-09,2023-03-11,2023-03-16,2023-03-17,Hyderabad,Kolkata_WH,Road,Supplier_C,Customs Delay
O-1694,2023-09-05,2023-09-07,2023-09-10,2023-09-13,Bengaluru,Ahmedabad_WH,Sea,Supplier_C,Transport Breakdown
O-1695,2023-06-24,2023-06-26,2023-07-02,2023-07-04,Chennai,Kolkata_WH,Rail,Supplier_C,Traffic
O-1696,2023-06-27,2023-06-29,2023-07-04,2023-07-06,Pune,Mumbai_WH,Air,Supplier_A,Traffic
O-1697,2023-12-22,2023-12-25,2023-12-28,2023-12-29,Pune,Mumbai_WH,Road,Supplier_A,Customs Delay
O-1698,2023-09-01,2023-09-03,2023-09-07,2023-09-07,Hyderabad,Ahmedabad_WH,Rail,Supplier_C,None
O-1699,2023-07-20,2023-07-21,2023-07-26,2023-07-28,Chennai,Mumbai_WH,Air,Supplier_D,Customs Delay
O-1700,2023-09-24,2023-09-26,2023-10-02,2023-10-01,Bengaluru,Delhi_WH,Sea,Supplier_C,None
O-1701,2023-05-11,2023-05-12,2023-05-17,2023-05-19,Bengaluru,Ahmedabad_WH,Sea,Supplier_C,Customs Delay
O-1702,2023-11-23,2023-11-24,2023-11-28,2023-11-29,Hyderabad,Delhi_WH,Rail,Supplier_D,Weather
